ID;NOMBRE;TIPO_C;COMUNA;BARRIO;CATEGORIA;TIPOLOGIA;LONG;FECHA;LIM_COM;LIM_BARRIO
512;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,10732246522;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
513;ROFFO;CALLE;COMUNA 9;LINIERS;CICLOVIA;BIDIRECCIONAL;0,16015866433;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
514;PALPA;CALLE;COMUNA 15;CHACARITA;CICLOVIA;UNIDIRECCIONAL;0,08635324470;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
515;FOREST AV.;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;1,44313591785;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
516;FOREST AV.;AVENIDA;COMUNA 13;COLEGIALES;CICLOVIA;BIDIRECCIONAL;0,46417335459;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;TRISTAN ACHAVAL;CALLE;COMUNA 1;PTO. MADERO;CICLOVIA;BIDIRECCIONAL;0,16452848226;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;AV. JORGE NEWBERY;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;ESTACIONAMIENTO PARALELO;0,83104839315;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;AV. JORGE NEWBERY;AVENIDA;COMUNA 13;COLEGIALES;CICLOVIA;ESTACIONAMIENTO PARALELO;0,16997204405;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;TEODORO GARCIA;CALLE;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;0,14643758024;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;COMODORO RIVADAVIA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;ESTACIONAMIENTO PARALELO;0,45825907297;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CAMINO DE SIRGA;CALLE;COMUNA 4;BARRACAS;BICISENDA;BIDIRECCIONAL;0,66315650479;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;VERA PE├æALOZA;CALLE;COMUNA 1;PTO. MADERO;CICLOVIA;BIDIRECCIONAL;0,20334439227;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;PADRE MIGONE;CALLE;COMUNA 1;PTO. MADERO;CICLOVIA;BIDIRECCIONAL;0,10321203306;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CUCHA CUCHA;CALLE;COMUNA 15;LA PATERNAL;CICLOVIA;BIDIRECCIONAL;0,56961043375;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CUCHA CUCHA;CALLE;COMUNA 15;LA PATERNAL;CICLOVIA;BIDIRECCIONAL;0,13861571992;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;ALVAREZ JONTE;CALLE;COMUNA 15;LA PATERNAL;CICLOVIA;BIDIRECCIONAL;0,09103948210;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;RAWSON;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,67505481273;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;RAWSON;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,07278255888;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;ECHEVERRIA;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,24268562547;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CABOTO;CALLE;COMUNA 4;LA BOCA;CICLOVIA;BIDIRECCIONAL;0,67152242196;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;PEDRAZA, MANUELA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,15780322186;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CHIVILCOY AV.;AVENIDA;COMUNA 11;VILLA DEVOTO;CICLOVIA;BIDIRECCIONAL;0,89196424835;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;MENDEZ DE ANDES;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,88392195716;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;MENDEZ DE ANDES;CALLE;COMUNA 6;CABALLITO;CICLOVIA;ESTACIONAMIENTO PARALELO;0,59015848331;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;ESTRADA;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,16590054144;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CONGRESO;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,37823310813;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CAMACUA;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,42755878973;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;GRANADEROS;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,79016206460;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;TEODORO GARCIA;CALLE;14;PALERMO;CICLOVIA;BIDIRRECCIONAL;0,38610258400;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;MIGUELETES;CALLE;14;PALERMO;CICLOVIA;BIDIRRECCIONAL;0,11768967429;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;LACROZE, FEDERICO AV.;AVENIDA;14;PALERMO;CICLOVIA;BIDIRRECCIONAL;0,09859075611;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;ROSETI;CALLE;COMUNA 15;VILLA ORTUZAR;CICLOVIA;BIDIRECCIONAL;0,62210705942;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;ROSETI;CALLE;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;0,35436081683;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;CHIVILCOY AV.;AVENIDA;COMUNA 11;VILLA DEVOTO;CICLOVIA;BIDIRECCIONAL;0,96664524335;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;BALLIVIIAN;CALLE;COMUNA 15;PARQUE CHAS;CICLOVIA;BIDIRECCIONAL;0,06698514355;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
0;MORON;CALLE;COMUNA 10;FLORESTA;CICLOVIA;BIDIRECCIONAL;1,22668690833;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS
0;MORON;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;1,02212649026;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS
0;MORON;CALLE;COMUNA 10;VELEZ SARFIELD;CICLOVIA;BIDIRECCIONAL;1,00175124235;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS
4;ROSETI;;15;;;ESTACIONAMIENTO PARALELO;0,44815555124;2022;;
3;ROSETI;;15;;;ESTACIONAMIENTO PARALELO;0,49250940176;2022;;
35;GRIVEO;;11;;;CONVENCIONAL;0,34980443183;2022;;
0;;;;;;;1,80460362170;2023;;
0;;;;;;;0,79024958897;2023;;
0;;;;;;;0,47388859260;2023;;
0;;;;;;;1,12242173507;2023;;
6;AV. COMODORO RIVADAVIA;;13;;;CONVENCIONAL;0,28987065252;2023;;
56;UNANUE;;8;;;CONVIVENCIA;1,18459868217;2022;;
62;BARROS PAZOS;;8;;;CONVIVENCIA;0,26742204090;2022;;
63;BARROS PAZOS;;8;;;CONVIVENCIA;0,35212077626;2022;;
57;UNANUE;;8;;;CONVENCIONAL;0,31021319282;2022;;
60;BARROS PAZOS;;8;;;CONVENCIONAL;0,33621769786;2022;;
61;BARROS PAZOS;;8;;;CONVIVENCIA;0,19205073900;2022;;
59;BARROS PAZOS;;8;;;CONVIVENCIA;0,51675167571;2022;;
58;UNANUE;;8;;;CONVIVENCIA;0,20657860607;2022;;
32;GRIVEO;;12;;;CONVENCIONAL;1,54671488864;2022;;
36;AV. MONROE;;12;;;CONVENCIONAL;0,27000575969;2022;;
33;GRIVEO;;11;;;CONVENCIONAL;0,15316500606;2022;;
34;GRIVEO;;11;;;CONVENCIONAL;0,84512789856;2022;;
0;MORON;CALLE;COMUNA 10;VILLA LURO;CICLOVIA;BIDIRECCIONAL;0,58816382342;2022;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS
0;BOLIVAR;;;;;;0,00000000000;2023;;
0;BOLIVAR;;;;;;0,00000000000;2023;;
0;JAURETCHE;;;;;;0,00000000000;2023;;
0;AMBROSETTI;;;;;;0,00000000000;2023;;
0;VALLESE, FELIPE;;;;;;0,00000000000;2023;;
0;ESPINOSA;;;;;;0,00000000000;2023;;
0;MENDEZ DE ANDES;;;;;;0,00000000000;2023;;
